slip_final,slip_max,tot_mech_max,ratio_slip_over_tot,elastic_max,n_fib,damage,broken,moist_max,failure_limit,load_d,load_d_max,frozen_moisture_step,moist_step_human
0.0004068502206516843,0.0017846957082835867,0.47222720172971727,0.0008615560881741583,0.4727443296299839,39987,0.0003250000000000197,0,0.020392499999999997,0.3,0.25,0.25,0,1
0.0012186383189468062,0.00350947675581567,0.5137964770947165,0.0023718308187663083,0.5258425475351013,39977,0.0005749999999999922,0,0.42316904930627897,0.3,0.25,0.25,5,6
0.0016258958160369345,0.004260878355363121,0.5395980348471618,0.003013161114453392,0.5478879122759992,39976,0.0006000000000000449,0,0.5735598170197198,0.3,0.25,0.25,10,11
0.0016018289798544062,0.00488779500128656,0.5614128995945153,0.002853210143570515,0.5646220108671341,39974,0.0006500000000000394,0,0.6832637486501503,0.3,0.25,0.25,15,16
0.0015943483409601499,0.005373754162900124,0.580851996150779,0.002744844386393888,0.5794134181184701,39974,0.0006500000000000394,0,0.7794836428437901,0.3,0.25,0.25,20,21
0.0017897712680442093,0.006232007790052179,0.5982342073140894,0.002991756817250222,0.5932078309326866,39972,0.0007000000000000339,0,0.8716423732415384,0.3,0.25,0.25,25,26
0.0020715153176913844,0.007243663818746006,0.6106825630074117,0.003392131105708749,0.6036469010990392,39972,0.0007000000000000339,0,0.9435651189194838,0.3,0.25,0.25,30,31
0.0020864264522746662,0.007620567760225478,0.6165099600186954,0.0033842542498606124,0.6089077357604061,39972,0.0007000000000000339,0,0.9804543116476477,0.3,0.25,0.25,35,36
0.002162352416927382,0.007872002139638677,0.6187010251825836,0.003494987609385736,0.6108243221269408,39972,0.0007000000000000339,0,0.9939877812296163,0.3,0.25,0.25,40,41
0.0021759921501574137,0.00791150596624802,0.619342087399142,0.003513392993031121,0.61142336153478,39972,0.0007000000000000339,0,0.9982274545232874,0.3,0.25,0.25,45,46
0.0021795355882970125,0.007910378875152396,0.6195187298279095,0.0035181108873051283,0.6116008147617399,39972,0.0007000000000000339,0,0.9994842408621025,0.3,0.25,0.25,50,51
0.002179474968480045,0.007909425964087979,0.6195695377210508,0.0035177245422632632,0.6116525202067231,39972,0.0007000000000000339,0,0.999850511333732,0.3,0.25,0.25,55,56
0.0021843416166638344,0.007924638407287275,0.6195997554251784,0.003525407486910493,0.6116675126502551,39972,0.0007000000000000339,0,0.9999567208991419,0.3,0.25,0.25,60,61
0.0021843365114737477,0.007924558350405,0.6196040199712558,0.0035253749831627656,0.6116718536834024,39972,0.0007000000000000339,0,0.9999874741990212,0.3,0.25,0.25,65,66
0.002184335033861224,0.007924535179493384,0.6196052542320041,0.0035253655758111517,0.6116731101037454,39972,0.0007000000000000339,0,0.999996375135997,0.3,0.25,0.25,70,71
0.0021843346062461115,0.007924528473943655,0.6196056114186324,0.0035253628533881702,0.6116734737050872,39972,0.0007000000000000339,0,0.9999989510233336,0.3,0.25,0.25,75,76
0.0021843344825007494,0.007924526533460347,0.6196057147827612,0.003525362065562283,0.6116735789256894,39972,0.0007000000000000339,0,0.9999996964455812,0.3,0.25,0.25,80,81
0.0021843344466910873,0.007924525971919765,0.6196057446944434,0.0035253618375799354,0.6116736093746141,39972,0.0007000000000000339,0,0.9999999121572196,0.3,0.25,0.25,85,86
0.00218433443632846,0.007924525809420747,0.6196057533503062,0.003525361771606249,0.6116736181859453,39972,0.0007000000000000339,0,0.9999999745800087,0.3,0.25,0.25,90,91
0.0021843344333297185,0.00792452576239671,0.6196057558551435,0.0035253617525147552,0.6116736207357725,39972,0.0007000000000000339,0,0.9999999926439428,0.3,0.25,0.25,95,96
0.0021843344325614042,0.007924525750348571,0.6196057564969136,0.0035253617476232804,0.6116736213890693,39972,0.0007000000000000339,0,0.9999999972721453,0.3,0.25,0.25,99,100
