Total_strain,Slip_strain,Time,Slip Count,Creep,Elastic,Hygroexp,Number_of_fibers,Load,Moisture,Broken,Hygro_weighted,Plastic_like,Total_strain_norm,Slip_strain_norm
1.8764124,0.100323915,13.4,4632.0,0.124183126,1.460389,0.20748337,39969.0,1.308403,0.41527942,0,0.19216084,1.6842515,0.4351842,0.023267478
1.8863995,0.10193077,13.51,4687.0,0.1254122,1.4635406,0.21147808,39969.0,1.308403,0.42327568,0,0.1961722,1.6902273,0.43750048,0.023640145
1.8963742,0.10374954,13.62,4741.0,0.1266338,1.4666144,0.2153601,39969.0,1.308403,0.43104643,0,0.2000846,1.6962895,0.43981385,0.024061963
1.9054487,0.10482026,13.73,4776.0,0.12784359,1.4696165,0.21913853,39969.0,1.308403,0.4386098,0,0.20390578,1.701543,0.44191843,0.024310287
1.9149609,0.10645036,13.84,4826.0,0.1290454,1.4725522,0.22282112,39969.0,1.308403,0.4459814,0,0.20764233,1.7073184,0.44412452,0.024688344
1.9246498,0.10843785,13.95,4886.0,0.13024217,1.4754258,0.22641465,39969.0,1.308403,0.45317474,0,0.21130005,1.7133498,0.44637161,0.025149291
1.9342481,0.11042844,14.06,4947.0,0.13142917,1.4782414,0.229925,39969.0,1.308403,0.46020162,0,0.21488394,1.7193642,0.44859767,0.025610955
1.9430283,0.11176184,14.17,4987.0,0.13261192,1.4810027,0.23335741,39969.0,1.308403,0.46707252,0,0.21839848,1.7246299,0.45063403,0.025920203
1.9518447,0.11321647,14.28,5029.0,0.13378587,1.4837126,0.23671655,39969.0,1.308403,0.4737967,0,0.22184767,1.7299969,0.45267874,0.026257565
1.960953,0.115097575,14.39,5085.0,0.13495532,1.4863739,0.24000657,39969.0,1.308403,0.48038253,0,0.22523507,1.7357179,0.4547912,0.026693838
1.9694977,0.11654876,14.5,5127.0,0.1361176,1.4889892,0.24323124,39969.0,1.308403,0.48683757,0,0.22856395,1.7409337,0.4567729,0.027030403
1.9780358,0.1180856,14.61,5173.0,0.13727137,1.4915608,0.246394,39969.0,1.308403,0.49316868,0,0.23183723,1.7461985,0.45875308,0.027386831
1.9870138,0.120083645,14.72,5229.0,0.13842252,1.494127,0.24949795,39968.0,1.308403,0.49938208,0,0.235056,1.7519578,0.4608353,0.027850226
1.9947841,0.12106246,14.83,5264.0,0.1395669,1.4966176,0.25254586,39968.0,1.308403,0.5054835,0,0.23822589,1.7565583,0.46263742,0.028077235
2.0033445,0.12289895,14.94,5322.0,0.14070216,1.4990702,0.2555405,39968.0,1.308403,0.5114783,0,0.24134763,1.7619969,0.46462277,0.02850316
2.0114293,0.12435395,15.05,5364.0,0.14183195,1.5014867,0.2584843,39968.0,1.308403,0.5173713,0,0.24442333,1.767006,0.46649784,0.02884061
2.0194066,0.12578395,15.16,5410.0,0.1429558,1.5038686,0.26137954,39968.0,1.308403,0.523167,0,0.24745494,1.7719516,0.46834794,0.02917226
