diff,ramp,tau,A,n0,C,R2,key
Diff_1000,Ramp_50%,0.001,0.22026337717452038,0.43876456106466544,-0.19042137816518265,0.9999772251606021,Diff_1000/Ramp_50%/Tau_0.001
