load_d,moisture_frac,D_imposed,J_target,J_eff,KV_fixed,lambda_weibull,rss,J1,J2,J3,J4,tau1,tau2,tau3,tau4
0.7,0.0,1.0,0.2,0.22415883235299872,4,7.0,8.650462244375831e-06,0.01326496892806723,0.030875302847559325,0.05882333448287998,0.12119522609449217,0.1,1.0,10.0,100.0
0.7,0.07142857142857142,1.0214285714285714,0.2142857142857143,0.24381103368554938,4,6.85,8.767349029583514e-05,0.014092689502719552,0.0351847086894624,0.06131954717052986,0.13321408832283757,0.1,1.0,10.0,100.0
0.7,0.14285714285714285,1.042857142857143,0.2285714285714286,0.2630652405412987,4,6.7,1.5347781981376374e-05,0.016428145124551964,0.03509965335706694,0.06814504513449406,0.14339239692518574,0.1,1.0,10.0,100.0
0.7,0.21428571428571427,1.0642857142857143,0.24285714285714285,0.28395301645740667,4,6.55,3.6241965851446484e-05,0.017587081684447108,0.03770950858646749,0.07343469669041604,0.15522172949607607,0.1,1.0,10.0,100.0
0.7,0.2857142857142857,1.0857142857142859,0.2571428571428572,0.3069146912806372,4,6.3999999999999995,4.765561005466964e-05,0.0160399474902125,0.044519009737737446,0.07673403296759011,0.16962170108509717,0.1,1.0,10.0,100.0
0.7,0.3571428571428571,1.1071428571428572,0.27142857142857146,0.3299290872384797,4,6.25,3.585689636080115e-05,0.022355323778261528,0.0407601473311933,0.08637626083760425,0.18043735529142066,0.1,1.0,10.0,100.0
0.7,0.42857142857142855,1.1285714285714286,0.2857142857142857,0.35428788541608847,4,6.1,0.0003092792650572641,0.018553722623375974,0.05113169814920986,0.08870308154272684,0.19589938310077576,0.1,1.0,10.0,100.0
0.7,0.5,1.15,0.30000000000000004,0.379171720302811,4,5.949999999999999,4.8678999324332395e-05,0.021335436977679104,0.052808989681258175,0.09568840552802638,0.20933888811584733,0.1,1.0,10.0,100.0
0.7,0.5714285714285714,1.1714285714285715,0.3142857142857143,0.4092240213852941,4,5.799999999999999,0.0007552961360365586,0.01991409448958768,0.06164057273926858,0.09656594188839861,0.23110341226803924,0.1,1.0,10.0,100.0
0.7,0.6428571428571428,1.1928571428571428,0.32857142857142857,0.4439273015330629,4,5.65,0.0007656752700136662,0.015383969426380411,0.0726167019580608,0.0989335795196181,0.25699305062900357,0.1,1.0,10.0,100.0
0.7,0.7142857142857142,1.2142857142857144,0.34285714285714286,0.48960023925537355,4,5.5,0.0027542850303573737,0.013545106058076337,0.08359779372925764,0.09921914178570719,0.2932381976823324,0.1,1.0,10.0,100.0
0.7,0.7857142857142857,1.2357142857142858,0.35714285714285715,0.5391606272932341,4,5.35,0.0007697394452828259,0.020168365588160667,0.07842581630496169,0.11759840031629391,0.3229680450838178,0.1,1.0,10.0,100.0
0.7,0.8571428571428571,1.2571428571428571,0.37142857142857144,0.6007629850734254,4,5.199999999999999,0.0027164971372667097,0.018357587856738536,0.09044117760667574,0.12694442330542627,0.36501979630458486,0.1,1.0,10.0,100.0
0.7,0.9285714285714285,1.2785714285714285,0.38571428571428573,0.6828806893128945,4,5.05,0.008663320491780917,5.691185395133907e-07,0.13198509048238313,0.11976605648621032,0.4311289732257615,0.1,1.0,10.0,100.0
0.7,1.0,1.3,0.4,0.7990075738205873,4,4.8999999999999995,0.05291937823409154,1.1774731491586798e-07,0.1631141219832644,0.09396832124071978,0.5419250128492882,0.1,1.0,10.0,100.0
