Total_strain,Slip_strain,Time,Slip Count,Creep,Elastic,Hygroexp,Number_of_fibers,Load,Moisture,Broken
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0
0.0,0.0,5.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0
1.778784627891117,0.11139687202993209,5.0,5427.0,0.0,1.668350230005908,0.0,39963.0,1.5055031022325236,0.0,0
1.778784627891117,0.11139687202993209,5.0,5427.0,0.0,1.668350230005908,0.0,39963.0,1.5055031022325236,0.0,0
1.8711333009299254,0.12947046727801054,6.0,6017.0,0.07430012247496098,1.668600751851393,0.0,39957.0,1.5055031022325236,0.0,0
1.901008792740576,0.1351247658598047,7.0,6211.0,0.0985325490232851,1.668684275853488,0.0,39955.0,1.5055031022325236,0.0,0
1.9197970823316883,0.13862233635004884,8.0,6326.0,0.11382943613689986,1.668726040990292,0.0,39954.0,1.5055031022325236,0.0,0
1.9346025319995825,0.14191672944730835,9.0,6427.0,0.1253471334386568,1.6687678082178088,0.0,39953.0,1.5055031022325236,0.0,0
1.946208293348507,0.14384561823755396,10.0,6489.0,0.13502400599733594,1.6687678082178088,0.0,39953.0,1.5055031022325236,0.0,0
1.9568631093789157,0.14590948032452167,11.0,6558.0,0.14362206624633578,1.6688095775361953,0.0,39952.0,1.5055031022325236,0.0,0
1.9669434669662502,0.1481616621807382,12.0,6619.0,0.15145024197745363,1.6688095775361962,0.0,39952.0,1.5055031022325236,0.0,0
1.9763011042249456,0.1503077770673005,13.0,6682.0,0.15866176434958634,1.6688095775361964,0.0,39952.0,1.5055031022325236,0.0,0
1.984255626065195,0.15158523761432177,14.0,6728.0,0.16534663371666095,1.668851348945611,0.0,39951.0,1.5055031022325236,0.0,0
1.992423554522727,0.15354724342888987,15.0,6792.0,0.17156068930720042,1.6688931224462096,0.0,39950.0,1.5055031022325236,0.0,0
1.9998722498196997,0.15521003772680744,16.0,6845.0,0.17734659030625544,1.66889312244621,0.0,39950.0,1.5055031022325236,0.0,0
2.006486836089074,0.1564267998388686,17.0,6881.0,0.18275285202228964,1.6689348980381515,0.0,39949.0,1.5055031022325236,0.0,0
2.012830026518806,0.15771660083555925,18.0,6921.0,0.18780624145533092,1.6689348980381515,0.0,39949.0,1.5055031022325236,0.0,0
2.0199712460030237,0.1601213823588856,19.0,6988.0,0.1925426794162223,1.6689348980381506,0.0,39949.0,1.5055031022325236,0.0,0
2.026183210604741,0.16188522286196494,20.0,7035.0,0.19699080351486015,1.6689348980381509,0.0,39949.0,1.5055031022325236,0.0,0
2.0314551007349237,0.1629714515517442,21.0,7062.0,0.2011764649552639,1.6689348980381513,0.0,39949.0,1.5055031022325236,0.0,0
2.0364642998575153,0.16403406432075116,22.0,7090.0,0.20512305130884828,1.6689348980381515,0.0,39949.0,1.5055031022325236,0.0,0
2.041056463629262,0.16489754617947391,23.0,7112.0,0.2088517332218721,1.6689348980381522,0.0,39949.0,1.5055031022325236,0.0,0
2.0455046177083496,0.1658200374643619,24.0,7137.0,0.21238682504264964,1.6689766757215914,0.0,39948.0,1.5055031022325236,0.0,0
2.0495747877409545,0.16654148619052828,25.0,7159.0,0.21573554634908815,1.6689766757215914,0.0,39948.0,1.5055031022325236,0.0,0
2.05326623527512,0.16705420564202753,26.0,7180.0,0.21892386571836167,1.6690184554966854,0.0,39947.0,1.5055031022325236,0.0,0
2.057115592469005,0.16787182610201803,27.0,7204.0,0.2219556024522563,1.6690184554966858,0.0,39947.0,1.5055031022325236,0.0,0
2.060812873211886,0.1686759406833359,28.0,7231.0,0.22484876861381972,1.6690184554966854,0.0,39947.0,1.5055031022325236,0.0,0
2.0644911656305656,0.16959226446992806,29.0,7258.0,0.22762060574195306,1.6690602373635932,0.0,39946.0,1.5055031022325236,0.0,0
2.0678915330073027,0.1703424074159284,30.0,7281.0,0.23027083017269032,1.6690602373635925,0.0,39946.0,1.5055031022325236,0.0,0
2.07105202270867,0.17095936527715472,31.0,7298.0,0.2328143620128314,1.6690602373635932,0.0,39946.0,1.5055031022325236,0.0,0
2.074306779420449,0.17177296483552568,32.0,7319.0,0.2352656400473934,1.6691020213224705,0.0,39945.0,1.5055031022325236,0.0,0
2.077821919986489,0.1729324524272081,33.0,7352.0,0.237621293021751,1.6691020213224703,0.0,39945.0,1.5055031022325236,0.0,0
2.081374340874884,0.174212179216694,34.0,7393.0,0.23989398712066046,1.6691020213224703,0.0,39945.0,1.5055031022325236,0.0,0
2.084261228270463,0.17490280444573514,35.0,7414.0,0.24209024928719833,1.669102021322471,0.0,39945.0,1.5055031022325236,0.0,0
2.0868790161872317,0.17539942485767326,36.0,7432.0,0.2442218803132695,1.6691438073734757,0.0,39944.0,1.5055031022325236,0.0,0
2.0894550420328564,0.1759148200340686,37.0,7448.0,0.24628251098249876,1.6691438073734757,0.0,39944.0,1.5055031022325236,0.0,0
2.091931772215469,0.17639133791379968,38.0,7461.0,0.24828272328538042,1.6691438073734748,0.0,39944.0,1.5055031022325236,0.0,0
2.094369611573895,0.1768849468208872,39.0,7479.0,0.25022695373671877,1.6691438073734757,0.0,39944.0,1.5055031022325236,0.0,0
2.096780060871949,0.17740315273716672,40.0,7493.0,0.2521191971184931,1.6691438073734763,0.0,39944.0,1.5055031022325236,0.0,0
2.0994694305735377,0.17824864098498736,41.0,7513.0,0.2539630785722611,1.6691438073734752,0.0,39944.0,1.5055031022325236,0.0,0
2.101773332700121,0.17875373127699537,42.0,7527.0,0.25576189040683656,1.6691438073734752,0.0,39944.0,1.5055031022325236,0.0,0
2.1040467677486943,0.17927043244339072,43.0,7540.0,0.2575186242890144,1.6691438073734752,0.0,39944.0,1.5055031022325236,0.0,0
2.106331202396891,0.17983749141831992,44.0,7556.0,0.25923599996228214,1.6691438073734755,0.0,39944.0,1.5055031022325236,0.0,0
2.1082497883954514,0.18007558629610573,45.0,7564.0,0.2609164910830566,1.6691438073734752,0.0,39944.0,1.5055031022325236,0.0,0
2.1105910862753494,0.1807710267149871,46.0,7583.0,0.2625623485440734,1.669143807373475,0.0,39944.0,1.5055031022325236,0.0,0
2.1129238150021274,0.18149048242672156,47.0,7604.0,0.26417562155911684,1.6691438073734757,0.0,39944.0,1.5055031022325236,0.0,0
2.11490437510465,0.18188848735334373,48.0,7618.0,0.26575817673501734,1.669143807373475,0.0,39944.0,1.5055031022325236,0.0,0
2.117042645719681,0.18247321937620686,49.0,7634.0,0.26731171532718473,1.6691438073734757,0.0,39944.0,1.5055031022325236,0.0,0
2.1191482208790835,0.18305272100952005,50.0,7649.0,0.26883778885327453,1.669143807373475,0.0,39944.0,1.5055031022325236,0.0,0
