slip_final,slip_max,tot_mech_max,ratio_slip_over_tot,elastic_max,n_fib,damage,broken,moist_max,failure_limit,load_d,load_d_max,frozen_moisture_step,moist_step_human
0.000131684981981509,0.0008781026079590405,0.3767584252141872,0.00034952100117375233,0.3781859626595288,39989,0.0002750000000000252,0,0.020392499999999997,0.3,0.2,0.2,0,1
0.0010500175067237035,0.0022423073364656074,0.4279057234275644,0.002453852447480642,0.4382985755144894,39986,0.00034999999999996145,0,0.5735598170197198,0.3,0.2,0.2,10,11
0.0009221717104808996,0.0027892536116670866,0.4623199950275757,0.0019946611013998985,0.4635082294317445,39982,0.00044999999999995044,0,0.7794836428437901,0.3,0.2,0.2,20,21
0.0009851758569600741,0.0034049484706414803,0.4860712134373132,0.002026813828355068,0.48290544799378243,39978,0.0005500000000000504,0,0.9435651189194838,0.3,0.2,0.2,30,31
0.0009985206431999082,0.0035603714864740313,0.492176764300416,0.0020287846067239958,0.4886472390466675,39976,0.0006000000000000449,0,0.9939877812296163,0.3,0.2,0.2,40,41
0.0010028883827101365,0.0035698040593095293,0.49280953292201174,0.002035042578749884,0.48926841792439757,39976,0.0006000000000000449,0,0.9994842408621025,0.3,0.2,0.2,50,51
0.001003661696560562,0.0035696873324198293,0.4928627834364538,0.0020363917307015876,0.48932177493181706,39976,0.0006000000000000449,0,0.9999567208991419,0.3,0.2,0.2,60,61
0.0010036580212846073,0.0035696383662037743,0.49286721192032373,0.0020363659764952215,0.48932625278526043,39976,0.0006000000000000449,0,0.999996375135997,0.3,0.2,0.2,70,71
0.0010036577134550837,0.003569634264953848,0.4928675828248219,0.002036363819471994,0.48932662783365705,39976,0.0006000000000000449,0,0.9999996964455812,0.3,0.2,0.2,80,81
0.001003657687676699,0.003569633921505352,0.4928676138851775,0.0020363636388381554,0.48932665924109486,39976,0.0006000000000000449,0,0.9999999745800087,0.3,0.2,0.2,90,91
0.0010036576855735196,0.0035696338934844397,0.49286761641929655,0.002036363624100796,0.48932666180353157,39976,0.0006000000000000449,0,0.9999999972721453,0.3,0.2,0.2,99,100
