Fo_tag,a,b,c,k,x0,v,A,y0,a_over_b,b_over_c
99,0.64310867927956,0.08505190615786538,-0.003964160352841849,4.634345833857573,-0.3234400219788673,0.20000000000009874,0.2712235577605407,0.05502292159455384,7.5613670325728135,-21.455213358584977
95,0.6161866850152948,0.08149142912236343,-0.003798219322318086,4.836824903854506,-0.12723559407652074,0.20000000000053392,0.27122322325557185,0.055022968061459065,7.561368007058262,-21.455166805014436
63,0.5767997074702531,0.07628251161466362,-0.0035554407541628593,5.167127350954481,0.7766720664679029,0.20000000000005014,0.2712225550687615,0.055023102048418995,7.561362299971467,-21.455149133155672
