slip_final,slip_max,tot_mech_max,ratio_slip_over_tot,elastic_max,n_fib,damage,broken,moist_max,failure_limit,load_d,load_d_max,frozen_moisture_step,moist_step_human
0.001201118338981314,0.004674615329776,0.6642260430139661,0.0018082975691997357,0.6618586891452214,39976,0.0006000000000000449,0,0.020392499999999997,0.3,0.35,0.35,0,1
0.0023693366253621606,0.008962550064338761,0.7297578944065395,0.003246743397396166,0.7362321252806422,39966,0.0008500000000000174,0,0.42316904930627897,0.3,0.35,0.35,5,6
0.0030613907371958523,0.011516834112089733,0.7661434480052034,0.003995845353982666,0.7670996111387125,39964,0.0009000000000000119,0,0.5735598170197198,0.3,0.35,0.35,10,11
0.004005184888277768,0.013720801168611126,0.7962000664930275,0.005030374973364615,0.7905500947430988,39961,0.0009749999999999481,0,0.6832637486501503,0.3,0.35,0.35,15,16
0.004484700580017957,0.01592979450410719,0.823238731947761,0.005447630688375503,0.8112593432085146,39958,0.0010499999999999954,0,0.7794836428437901,0.3,0.35,0.35,20,21
0.005265463518010705,0.01863628662736714,0.8479573457678607,0.006209585357436356,0.8306144125382936,39948,0.0012999999999999678,0,0.8716423732415384,0.3,0.35,0.35,25,26
0.005635397764658223,0.02043722350303249,0.8653678521571329,0.006512141340368341,0.8452319915726173,39943,0.0014250000000000096,0,0.9435651189194838,0.3,0.35,0.35,30,31
0.005871244943213726,0.021793796206407052,0.8742782495738962,0.006715533579927489,0.8526198284731455,39943,0.0014250000000000096,0,0.9804543116476477,0.3,0.35,0.35,35,36
0.005997377587700386,0.022142209789814956,0.877333264364959,0.0068359172406867235,0.8553036833674997,39941,0.001475000000000004,0,0.9939877812296163,0.3,0.35,0.35,40,41
0.006021333650690092,0.022215485354405956,0.8782480108085635,0.006856074339578089,0.8561425361660991,39941,0.001475000000000004,0,0.9982274545232874,0.3,0.35,0.35,45,46
0.006043074933551687,0.02227288486198326,0.8785542623733508,0.006878431068363105,0.8563910291793788,39941,0.001475000000000004,0,0.9994842408621025,0.3,0.35,0.35,50,51
0.006056730399492187,0.022314067402262754,0.8786679196431045,0.0068930824309055205,0.8564634338424152,39941,0.001475000000000004,0,0.999850511333732,0.3,0.35,0.35,55,56
0.006056947078364252,0.022321834795583688,0.8786966992532065,0.006893103255664869,0.8564844282039286,39941,0.001475000000000004,0,0.9999567208991419,0.3,0.35,0.35,60,61
0.00605692946534958,0.02232160296791057,0.8787025512367272,0.00689303730463144,0.8564905070808387,39941,0.001475000000000004,0,0.9999874741990212,0.3,0.35,0.35,65,66
0.006056924367578384,0.02232153586990366,0.8787042449476505,0.006893018216771253,0.8564922664833459,39941,0.001475000000000004,0,0.999996375135997,0.3,0.35,0.35,70,71
0.006056922892305903,0.022321516452066408,0.8787047350967019,0.006893012692869278,0.856492775645041,39941,0.001475000000000004,0,0.9999989510233336,0.3,0.35,0.35,75,76
0.006056922465384477,0.022321510832842055,0.8787048769380985,0.0068930110943394305,0.8564929229885575,39941,0.001475000000000004,0,0.9999996964455812,0.3,0.35,0.35,80,81
0.006056922341841169,0.02232150920674073,0.8787049179844009,0.00689301063175419,0.8564929656270858,39941,0.001475000000000004,0,0.9999999121572196,0.3,0.35,0.35,85,86
0.006056922306090114,0.02232150873617835,0.8787049298624077,0.006893010497890958,0.8564929779658532,39941,0.001475000000000004,0,0.9999999745800087,0.3,0.35,0.35,90,91
0.006056922295744459,0.022321508600006805,0.8787049332996705,0.006893010459153559,0.8564929815364514,39941,0.001475000000000004,0,0.9999999926439428,0.3,0.35,0.35,95,96
0.006056922293093775,0.022321508565117974,0.878704934180339,0.006893010449228565,0.8564929824512818,39941,0.001475000000000004,0,0.9999999972721453,0.3,0.35,0.35,99,100
