slip_final,slip_max,tot_mech_max,ratio_slip_over_tot,elastic_max,n_fib,damage,broken,moist_max,failure_limit,load_d,load_d_max,frozen_moisture_step,moist_step_human
0.0019210862570533645,0.007241237583959806,0.7613521904046846,0.0025232557038185467,0.7564859521758581,39972,0.0007000000000000339,0,0.020392499999999997,0.3,0.4,0.4,0,1
0.004423417272939169,0.017317141697090577,0.881622215890717,0.005017361397217197,0.8767260922616865,39952,0.0011999999999999789,0,0.5735598170197198,0.3,0.4,0.4,10,11
0.0065730685328897085,0.023659505299002914,0.9468904356551926,0.0069417413941260595,0.9271981263146357,39940,0.0014999999999999458,0,0.7794836428437901,0.3,0.4,0.4,20,21
0.008334019499953535,0.030438028700037718,0.9961574244834905,0.008366167128930188,0.9660033213357699,39922,0.0019500000000000073,0,0.9435651189194838,0.3,0.4,0.4,30,31
0.008807151470919143,0.032738707622681766,1.010163178104696,0.00871854336191845,0.9775143791518381,39918,0.0020499999999999963,0,0.9939877812296163,0.3,0.4,0.4,40,41
0.00896041372808096,0.03315745872839279,1.011827768325364,0.00885567090425971,0.978757083040848,39918,0.0020499999999999963,0,0.9994842408621025,0.3,0.4,0.4,50,51
0.008960061524125656,0.033152198958623154,1.0119293554371656,0.00885443383570467,0.9788638267471889,39918,0.0020499999999999963,0,0.9999567208991419,0.3,0.4,0.4,60,61
0.008960031962365255,0.033151757513381806,1.0119378796078649,0.008854330036382618,0.9788727849455728,39918,0.0020499999999999963,0,0.999996375135997,0.3,0.4,0.4,70,71
0.008960029486354267,0.033151720539339354,1.0119385935518417,0.008854321342666772,0.9788735352510429,39918,0.0020499999999999963,0,0.9999996964455812,0.3,0.4,0.4,80,81
0.008960029279007076,0.03315171744304421,1.0119386533391321,0.008854320614635413,0.9788735980833935,39918,0.0020499999999999963,0,0.9999999745800087,0.3,0.4,0.4,90,91
0.008960029262090252,0.03315171719042696,1.0119386582169936,0.00885432055523757,0.9788736032096925,39918,0.0020499999999999963,0,0.9999999972721453,0.3,0.4,0.4,99,100
