,Total_strain,Slip_strain,Time,Slip Count,Creep,Elastic,Hygroexp,Number_of_fibers,Load,Moisture,Broken,Hygro_weighted,Plastic_like
1662,0.43921779903211794,0.08673301776129626,162.07,29663.0,-0.00033106290265690405,4.0083318379082825e-17,0.35202661798630697,39529.0,0.0,0.7075248036793502,0,0.353188450262757,0.08602934876936091
1663,0.43411715290912556,0.08673301776129626,162.16,29663.0,-0.0003778073132949256,-7.040597738809085e-17,0.3471622059037551,39529.0,0.0,0.6976941555596826,0,0.3481655902928869,0.08595156261623865
1664,0.42899183498157534,0.08673301776129626,162.25,29663.0,-0.00042556530654939414,-8.67031708880078e-18,0.3422755267633889,39529.0,0.0,0.6878185173302408,0,0.3431172336909306,0.08587460129064473
1665,0.4237266994279486,0.08673301776129626,162.34,29663.0,-0.000476700803633291,4.8428511252980867e-17,0.3372654201753133,39529.0,0.0,0.6776921000978432,0,0.33793216909331797,0.08579453033463064
1666,0.41835815047904135,0.08673301776129626,162.43,29663.0,-0.0005306038347283853,-5.520092725479115e-17,0.3321649340750391,39529.0,0.0,0.667382074698996,0,0.33264629359675724,0.08571185688228411
1667,0.41291138962131496,0.08673301776129626,162.52,29663.0,-0.0005866816952521274,4.6450870015796674e-17,0.32699664414138485,39529.0,0.0,0.6569343229696387,0,0.32728430334344427,0.08562708627787069
1668,0.40744152399360956,0.08673301776129626,162.61,29663.0,-0.0006434014789827474,-6.863026163183854e-18,0.32180808829539104,39529.0,0.0,0.6464455093904782,0,0.3218995168464187,0.08554200714719085
1669,0.4019634396817786,0.08673301776129626,162.7,29663.0,-0.0007000701699493697,-2.3955443167583657e-17,0.31661150447831626,39529.0,0.0,0.6359405047664706,0,0.3165061479177128,0.0854572917640658
1670,0.39630810452300197,0.08673301776129626,162.79,29663.0,-0.0007611041963905046,0.0,0.3112635631854078,39529.0,0.0,0.625127699303705,0,0.310941358657259,0.08536674586574294
1671,0.39064112646010607,0.08673301776129626,162.88,29663.0,-0.0008224697505172455,3.402982055493968e-18,0.30590651154806797,39529.0,0.0,0.6142964401999749,0,0.30536575103224034,0.08527537542786573
1672,0.3849993754398434,0.08673301776129626,162.97,29663.0,-0.0008827904518429595,3.3934026611863105e-18,0.3005705670996347,39529.0,0.0,0.6035081737256613,0,0.29981447987989257,0.08518489555995085
1673,0.3793502515324618,0.08673301776129626,163.06,29663.0,-0.0009426791889559207,5.24490640015847e-17,0.2952280043231166,39529.0,0.0,0.5927064785094351,0,0.2942558570983916,0.08509439443407024
1674,0.3735923326630442,0.08673301776129626,163.15,29663.0,-0.0010050692922000605,1.349615137201226e-16,0.2897950934790513,39529.0,0.0,0.5817209744052066,0,0.28859254317924127,0.08499978948380293
1675,0.36828764254194907,0.08673301776129626,163.24,29663.0,-0.0010540112842376997,0.0,0.28474008638591813,39529.0,0.0,0.5715043574526528,0,0.28336562902609036,0.08492201351585871
1676,0.3619442773974486,0.08673301776129626,163.33,29663.0,-0.0011311743555619445,-3.689698957165189e-17,0.2788222969144161,39529.0,0.0,0.5595322286018019,0,0.277138084156748,0.0848061932407006
1677,0.3560965628400495,0.08673301776129626,163.42,29663.0,-0.0011959397959359999,-1.5049606722201463e-17,0.2733222382847885,39529.0,0.0,0.5484099751647523,0,0.2713924856247328,0.0847040772153167
