time_h,time_fbm,moisture_sim,moisture_phys,load,strain_total,strain_elastic,strain_viscoelastic,strain_hygro,strain_mechanosorption
16.9066,169.066,0.0924005102366284,0.09016405612602912,2.0,0.02289984844465674,0.004188488714989303,0.0058488117288211655,0.0018498582149373002,0.01101268978590897
16.9088,169.088,0.092598532602777,0.09018583858630547,2.0,0.022899543797911256,0.004188834416883289,0.005844162283880307,0.0018538226227075947,0.011012724474440065
16.911,169.11,0.0927965549689258,0.09020762104658184,2.0,0.02289926299773069,0.004189180118777274,0.005839536686259982,0.0018577870304778941,0.01101275916221554
16.9132,169.132,0.0933998217040696,0.09027398038744766,2.0,0.022907903616916546,0.004190233284927007,0.005834941069079785,0.001869864430515474,0.01101286483239428
16.9154,169.154,0.0940246439907554,0.0903427108389831,2.0,0.022917053514152637,0.004191324082154173,0.005830381788381971,0.0018823733726949234,0.01101297427092157
16.9176,169.176,0.0946494662774411,0.09041144129051852,2.0,0.02292623960325346,0.004192414879381339,0.0058258587070706466,0.0018948823148743706,0.011013083701927103
16.919800000000002,169.198,0.0952742885641277,0.09048017174205406,2.0,0.02293546141140768,0.0041935056766085055,0.005821371352333939,0.0019073912570538377,0.011013193125411398
16.922,169.22,0.0958991108508135,0.09054890219358949,2.0,0.022944718475423898,0.004194596473835671,0.005816919260979972,0.0019199001992332872,0.011013302541374967
16.9242,169.242,0.0967607582226922,0.09064368340449615,2.0,0.02295921024846869,0.0041961007136556445,0.005812505738488099,0.0019371503796182985,0.01101345341670665
16.9264,169.264,0.0976490151547062,0.09074139166701768,2.0,0.0229743280762448,0.004197651407699531,0.005808134448717839,0.001954933283397218,0.011013608936430212
16.9286,169.286,0.098537272086719,0.09083909992953909,2.0,0.02298948799203353,0.004199202101743417,0.005803805262155563,0.0019727161871761142,0.011013764440958437
16.9308,169.308,0.0994255290187318,0.0909368081920605,2.0,0.0230046894510705,0.004200752795787302,0.005799517634035373,0.0019904990909550106,0.011013919930292812
16.933000000000003,169.33,0.1003137859507457,0.09103451645458203,2.0,0.0230199319196619,0.004202303489831189,0.005795271030661957,0.00200828199473393,0.011014075404434824
16.935200000000002,169.352,0.1014097637182688,0.09115507400900957,2.0,0.02303977572877863,0.004204216817084911,0.005791068226442099,0.002030223469639742,0.011014267215611877
16.9374,169.374,0.1025428344921329,0.09127971179413462,2.0,0.02306048047202471,0.004206194900268962,0.005786912530959052,0.0020529075465325003,0.011014465494264197
16.9396,169.396,0.103675905265997,0.09140434957925968,2.0,0.023081232279899774,0.004208172983453013,0.005782803924817293,0.002075591623425261,0.011014663748204208
16.9418,169.418,0.1048089760398626,0.09152898736438489,2.0,0.023102030550858493,0.004210151066637066,0.005778741806468383,0.0020982757003180494,0.011014861977434995
16.944,169.44,0.1059420468137267,0.09165362514950993,2.0,0.023122874695556277,0.004212129149821117,0.0057747255865647175,0.002120959777210808,0.011015060181959635
16.9462,169.462,0.1072144702664808,0.0917935917293129,2.0,0.023146823839024843,0.004214350511004321,0.005770756899720238,0.0021464336947349468,0.011015282733565338
16.948400000000003,169.484,0.1085221728784494,0.09193743901662943,2.0,0.02317159669490434,0.004216633461554402,0.005766837909151894,0.0021726139010265558,0.01101551142317149
16.9506,169.506,0.1098298754904162,0.09208128630394578,2.0,0.023196419145343646,0.004218916412104481,0.0057629685460385115,0.0021987941073181323,0.011015740079882522
16.9528,169.528,0.111137578102383,0.09222513359126214,2.0,0.023221290568821534,0.004221199362654559,0.005759148188854097,0.0022249743136097087,0.01101596870370317
16.955000000000002,169.55,0.1124452807143515,0.09236898087857867,2.0,0.023246210356380824,0.004223482313204641,0.0057553762286367,0.0022511545199013177,0.011016197294638163
16.9572,169.572,0.1138889482180699,0.0925277843039877,2.0,0.023274163212260446,0.004226002627450085,0.005751654226965087,0.0022800567433257607,0.011016449614519511
16.9594,169.594,0.1153785498068394,0.09269164047875234,2.0,0.02330317606443678,0.0042286031321331526,0.005747984444547977,0.002309878567132925,0.011016709920622727
16.9616,169.616,0.1168681513956108,0.0928554966535172,2.0,0.023332241173209416,0.004231203636816223,0.005744366961377807,0.002339700390940129,0.011016970184075254
16.963800000000003,169.638,0.1183577529843803,0.09301935282828183,2.0,0.023361357895472216,0.0042338041414992904,0.005740801134341552,0.002369522214747293,0.01101723040488408
16.966,169.66,0.1198473545731498,0.09318320900304648,2.0,0.023390525601078883,0.004236404646182358,0.005737286333285874,0.0023993440385544594,0.011017490583056191
16.9682,169.682,0.1214395959701333,0.09335835555671466,2.0,0.0234219972593445,0.004239184336564434,0.0057338235699972585,0.0024312207113220685,0.01101776864146074
16.9704,169.704,0.1230764633706903,0.09353841097077593,2.0,0.02345450171805132,0.004242041933772172,0.005730414545310069,0.00246399079668122,0.011018054442287858
16.9726,169.726,0.1247133307712452,0.09371846638483697,2.0,0.023487059918694226,0.004244899530979905,0.005727059314016075,0.0024967608820403277,0.01101834019165792
16.9748,169.748,0.1263501981718001,0.09389852179889802,2.0,0.023519671213972984,0.004247757128187639,0.005723757228805716,0.0025295309673994387,0.011018625889580191
16.977,169.77,0.1279870655723571,0.09407857721295929,2.0,0.023552334969581066,0.004250614725395376,0.005720507655363162,0.0025623010527585895,0.011018911536063939
16.979200000000002,169.792,0.1297455230458258,0.09427200753504084,2.0,0.02358772020836341,0.004253684591142839,0.005717311902154281,0.002597505371377432,0.011019218343688854
16.9814,169.814,0.131570475090419,0.09447275225994609,2.0,0.02362462045078955,0.004256870541247967,0.005714172307999034,0.0026340409113101873,0.01101953669023236
16.983600000000003,169.836,0.1333954271350146,0.09467349698485161,2.0,0.023661577170815497,0.004260056491353098,0.005711089255345614,0.002670576451242993,0.011019854972873791
16.9858,169.858,0.1352203791796078,0.09487424170975686,2.0,0.023698589698657194,0.004263242441458225,0.005708062074397241,0.0027071119911757486,0.01102017319162598
16.988,169.88,0.1370453312242011,0.09507498643466213,2.0,0.02373565737793826,0.004266428391563353,0.005705090108764646,0.0027436475311085067,0.011020491346501755
16.990199999999998,169.902,0.1389635392720859,0.09528598931992945,2.0,0.023774827087509474,0.004269777145383992,0.0057021741954822866,0.0027820500562271587,0.011020825690416035
16.9924,169.924,0.1409449717289846,0.0955039468901883,2.0,0.02381544174808995,0.0042732362746049826,0.005699316159185762,0.002821718334014271,0.011021170980284933
16.994600000000002,169.946,0.1429264041858808,0.09572190446044689,2.0,0.023856114534003776,0.004276695403825969,0.005696516323475429,0.0028613866118013327,0.011021516194901045
16.9968,169.968,0.144907836642777,0.09593986203070548,2.0,0.02389684476912524,0.004280154533046955,0.005693774012209118,0.002901054889588397,0.01102186133428077
16.999000000000002,169.99,0.1468892690996757,0.09615781960096433,2.0,0.023937631790814026,0.004283613662267946,0.005691088562730055,0.002940723167375507,0.011022206398440518
