candidate_index,run_id_kv,J_w_kv,m_Weibull_kv,lambda_Weibull_kv,decay_kv,failure_limit_kv,wet_scale_kv,reverse_scale_kv,J_eff_kv,kv_score,broken_kv,run_id_ms,J_w_ms,m_Weibull_ms,lambda_Weibull_ms,decay_ms,failure_limit_ms,wet_scale_ms,reverse_scale_ms,ms_score,broken_ms,error,run_id,mse_plain
973,cand_00973,0.0071234127562669,1.1746596338732922,0.0847385351594806,36.58404981278513,0.3364710174729136,0.6732249979997162,0.8718549889310084,0.0082954811366332,0.016076074151871,0,cand_00973,0.0071234127562669,1.1746596338732922,0.0847385351594806,36.58404981278513,0.3364710174729136,0.6732249979997162,0.8718549889310084,0.039163628617639,0,,cand_00973,7.911062372346279e-05
857,cand_00857,0.0086402223462565,1.3715255714183212,0.0622326990118608,32.27911534749582,0.4635499935668798,0.6743107657952102,0.9861462620057576,0.0107051163623821,0.0160920271122571,0,cand_00857,0.0086402223462565,1.3715255714183212,0.0622326990118608,32.27911534749582,0.4635499935668798,0.6743107657952102,0.9861462620057576,0.0227017724505876,0,,cand_00857,4.606412346362642e-05
1636,cand_01636,0.0079632147553851,1.262308889655671,0.0770640677629179,29.66559849020159,0.4917667466584921,0.4654799237735654,0.6409298907093246,0.0107054905958184,0.0161020230094929,0,cand_01636,0.0079632147553851,1.262308889655671,0.0770640677629179,29.66559849020159,0.4917667466584921,0.4654799237735654,0.6409298907093246,0.0181244248958189,0,,cand_01636,3.70374344344529e-05
7,cand_00007,0.0071939255781041,1.1243384307190658,0.0572754209844722,10.965940064939309,0.4674679237520313,0.5619186834884071,0.9698697835553212,0.0107062863874506,0.0161232891805963,0,cand_00007,0.0071939255781041,1.1243384307190658,0.0572754209844722,10.965940064939309,0.4674679237520313,0.5619186834884071,0.9698697835553212,0.0090566206482905,0,,cand_00007,1.8185520109428266e-05
1832,cand_01832,0.0074772667861537,1.338658780147579,0.0967825950476617,12.48486610957965,0.3680463679480625,0.65618177978832,0.9878829195199106,0.0082919629345211,0.016170122455078,0,cand_01832,0.0074772667861537,1.338658780147579,0.0967825950476617,12.48486610957965,0.3680463679480625,0.65618177978832,0.9878829195199106,0.0426501122727986,0,,cand_01832,8.625593825937454e-05
523,cand_00523,0.0080169623492649,1.2136066969528854,0.0673150206013466,16.987246201214077,0.3810582853741144,0.5707255462502875,0.8740015486681514,0.0107081524071021,0.0161732104020689,0,cand_00523,0.0080169623492649,1.2136066969528854,0.0673150206013466,16.987246201214077,0.3810582853741144,0.5707255462502875,0.8740015486681514,0.0176769596095117,0,,cand_00523,3.600852400257955e-05
1464,cand_01464,0.0072239190298907,1.1677785225258306,0.1142054782333622,22.74397512072081,0.7184381526189216,0.5519422077279177,0.8248279039801605,0.0082893399155443,0.0162404192808218,0,cand_01464,0.0072239190298907,1.1677785225258306,0.1142054782333622,22.74397512072081,0.7184381526189216,0.5519422077279177,0.8248279039801605,0.0404017027155087,0,,cand_01464,8.176119696322262e-05
1171,cand_01171,0.0090302639140644,1.2849321936610134,0.0842772281860983,38.01404089071597,0.5542584333521499,0.6347548696547953,0.6861220635784357,0.0107113708848274,0.0162594949651817,0,cand_01171,0.0090302639140644,1.2849321936610134,0.0842772281860983,38.01404089071597,0.5542584333521499,0.6347548696547953,0.6861220635784357,0.0281778813768451,0,,cand_01171,5.756181877261237e-05
892,cand_00892,0.0076991913019407,1.359980844283729,0.0663224537683314,7.180385749931099,0.5221644718405256,0.4771308318904768,0.852867968910194,0.0107163604186523,0.0163937137735633,0,cand_00892,0.0076991913019407,1.359980844283729,0.0663224537683314,7.180385749931099,0.5221644718405256,0.4771308318904768,0.852867968910194,0.0097735939581706,0,,cand_00892,1.9985736663788553e-05
140,cand_00140,0.0075187375148636,1.2298441329713663,0.0570582414632207,33.81871945021044,0.3810916365607664,0.5588206199917065,0.660734247299389,0.0107172798945942,0.0164185079421995,0,cand_00140,0.0075187375148636,1.2298441329713663,0.0570582414632207,33.81871945021044,0.3810916365607664,0.5588206199917065,0.660734247299389,0.0126148549686358,0,,cand_00140,2.580529906603921e-05
506,cand_00506,0.0082668689470325,1.294909914773493,0.0724382293226871,14.637071249746446,0.3202603572370985,0.5378479754967374,0.8784974826944265,0.0107191955340784,0.0164702243802411,0,cand_00506,0.0082668689470325,1.294909914773493,0.0724382293226871,14.637071249746446,0.3202603572370985,0.5378479754967374,0.8784974826944265,0.0192133129612812,0,,cand_00506,3.91466262225487e-05
933,cand_00933,0.0083553506227077,1.121160370582973,0.0958764551550625,21.7414745709692,0.5760811232564913,0.4959105788494385,0.7116048001694538,0.010721465082455,0.0165316005280534,0,cand_00933,0.0083553506227077,1.121160370582973,0.0958764551550625,21.7414745709692,0.5760811232564913,0.4959105788494385,0.7116048001694538,0.0226068586788241,0,,cand_00933,4.629899169308459e-05
1563,cand_01563,0.0073291051006011,1.4664635374177746,0.0984294999837554,18.76551379918477,0.6971298984181948,0.4936890713612225,0.9609311045760748,0.0082765406169295,0.0165856272800357,0,cand_01563,0.0073291051006011,1.4664635374177746,0.0984294999837554,18.76551379918477,0.6971298984181948,0.4936890713612225,0.9609311045760748,0.0408026069283732,0,,cand_01563,8.237286318074146e-05
1484,cand_01484,0.0068088858782122,1.1775333789292144,0.0966013495390011,5.153289065047521,0.7244055784409369,0.5184009958442013,0.7984057544260881,0.0082759921707485,0.0166005004550571,0,cand_01484,0.0068088858782122,1.1775333789292144,0.0966013495390011,5.153289065047521,0.7244055784409369,0.5184009958442013,0.7984057544260881,0.0370346526933912,0,,cand_01484,7.520010638566967e-05
1256,cand_01256,0.0084716431452077,1.290821096503803,0.0764070211855016,38.09079592589938,0.6455504080976828,0.5470738937754489,0.6746616157202451,0.0107245342684467,0.0166147830980668,0,cand_01256,0.0084716431452077,1.290821096503803,0.0764070211855016,38.09079592589938,0.6455504080976828,0.5470738937754489,0.6746616157202451,0.0231096164850901,0,,cand_01256,4.7163851616229354e-05
