slip_final,slip_max,tot_mech_max,ratio_slip_over_tot,elastic_max,n_fib,damage,broken,moist_max,failure_limit,load_d,load_d_max,frozen_moisture_step,moist_step_human
0.0029316944340457146,0.010873663681691476,0.8595561130108342,0.00341070744500512,0.8510894648646323,39970,0.0007500000000000284,0,0.020392499999999997,0.3,0.45,0.45,0,1
0.004654977709858225,0.0201526466062808,0.9514536587633905,0.004892490209043208,0.9466493175714444,39944,0.0013999999999999568,0,0.42316904930627897,0.3,0.45,0.45,5,6
0.006419035018836064,0.024645579686742542,0.9985550900307434,0.006428323367355161,0.9863674324478946,39939,0.0015249999999999986,0,0.5735598170197198,0.3,0.45,0.45,10,11
0.007821646179456609,0.029074749048800416,1.0374880835150901,0.007539022668054427,1.01654683622977,39925,0.00187499999999996,0,0.6832637486501503,0.3,0.45,0.45,15,16
0.009247412555341093,0.034030830373793404,1.073184155448713,0.008616799370723679,1.0431767729381856,39921,0.001974999999999949,0,0.7794836428437901,0.3,0.45,0.45,20,21
0.010841726433082297,0.03932560370182054,1.1060438985352024,0.009802256897253916,1.0680666801668424,39905,0.002375000000000016,0,0.8716423732415384,0.3,0.45,0.45,25,26
0.012065635773068129,0.04424868158221086,1.1307534063117282,0.010670439466040266,1.0869170208719294,39900,0.0024999999999999467,0,0.9435651189194838,0.3,0.45,0.45,30,31
0.012410519093533585,0.04671295209371008,1.1428767025345343,0.010859018357808004,1.096417408920858,39896,0.0026000000000000467,0,0.9804543116476477,0.3,0.45,0.45,35,36
0.012785963321224662,0.047797161896821413,1.147436210579205,0.011143071138369024,1.0998687020393227,39895,0.0026249999999999885,0,0.9939877812296163,0.3,0.45,0.45,40,41
0.012861891188829492,0.04802627997684502,1.1487443560217168,0.011196478242880996,1.1010024907098734,39895,0.0026249999999999885,0,0.9982274545232874,0.3,0.45,0.45,45,46
0.012888136925226713,0.04810331780601397,1.1491413379758884,0.011215449744352627,1.1013220614230876,39895,0.0026249999999999885,0,0.9994842408621025,0.3,0.45,0.45,50,51
0.012903329240577532,0.04812981694123934,1.1492610213007568,0.011227500977953019,1.10141517634556,39895,0.0026249999999999885,0,0.999850511333732,0.3,0.45,0.45,55,56
0.01290321310108823,0.048128088303610136,1.1492863087229486,0.011227152888844454,1.1014421758261197,39895,0.0026249999999999885,0,0.9999567208991419,0.3,0.45,0.45,60,61
0.012903179472352177,0.048127587770818256,1.149293630383804,0.01122705210507709,1.1014499934736142,39895,0.0026249999999999885,0,0.9999874741990212,0.3,0.45,0.45,65,66
0.012903169739160343,0.04812744290141297,1.1492957494617944,0.011227022935743729,1.1014522561265312,39895,0.0026249999999999885,0,0.999996375135997,0.3,0.45,0.45,70,71
0.01290316692242117,0.04812740097691646,1.1492963627098054,0.011227014494327768,1.1014529109262083,39895,0.0026249999999999885,0,0.9999989510233336,0.3,0.45,0.45,75,76
0.012903166107299977,0.048127388844610514,1.149296540174136,0.0112270120515154,1.1014531004151027,39895,0.0026249999999999885,0,0.9999996964455812,0.3,0.45,0.45,80,81
0.012903165871418727,0.04812738533374184,1.1492965915290663,0.011227011344610256,1.1014531552497357,39895,0.0026249999999999885,0,0.9999999121572196,0.3,0.45,0.45,85,86
0.012903165803159236,0.048127384317764144,1.1492966063901913,0.011227011140045562,1.1014531711178206,39895,0.0026249999999999885,0,0.9999999745800087,0.3,0.45,0.45,90,91
0.012903165783406279,0.04812738402376008,1.1492966106907099,0.011227011080848547,1.1014531757097334,39895,0.0026249999999999885,0,0.9999999926439428,0.3,0.45,0.45,95,96
0.012903165778345329,0.04812738394843261,1.1492966117925558,0.011227011065681542,1.1014531768862386,39895,0.0026249999999999885,0,0.9999999972721453,0.3,0.45,0.45,99,100
