Diff,Tau,Ramp,LoadD,LoadD_tag,is_avg,ms_nr,ms_nr_ratio,Fo_diff,Fo_visc,Slip_unload,Slip_Ratio,Mech_unload,Total_unload,Mech_Ratio,SlipCount_unload,Plastic_unload,Mech_no_Plastic,Mech_max_unload,Mech_max_ratio,Slip_end,BrokenFibers_unload,BrokenFibers_end,Slip_per_strain_unload,Slip_per_strain_end,CSV_path
1000.0,0.1,30.0,0.4,0p4,True,0.011039095,0.00956733634266907,1.072371684024302,0.05029470779312349,0.058951028,0.05109153536789945,0.02788068,1.1538316,0.02416356078304668,3844.0,0.08545991893444417,-0.06129635815139749,0.041683827,0.0361264390748182,7192.0,39919.0,39918.0,3331.5086880962526,72936.47554460359,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p4/Tau_0.1/all.csv
1000.0,0.0001,30.0,0.45,0p45,True,0.01911996,0.014928534954862948,1.072371684024302,50.29470779312352,0.10345046,0.08077233468096436,0.096489355,1.280766,0.07533722397377819,5771.0,0.08329954105589936,-0.007962317082121168,0.10629607,0.08299413788311058,10292.0,39856.0,39852.0,4505.897252113188,96468.9116465871,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p45/Tau_0.0001/all.csv
1000.0,0.001,30.0,0.45,0p45,True,0.01897645,0.01480197831361915,1.072371684024302,5.029470779312351,0.102764316,0.08015804730842205,0.09442528,1.2820212,0.07365344660447112,5726.0,0.08310604380021173,-0.009452597195740611,0.10774069,0.08403971010775797,10239.0,39858.0,39856.0,4466.38479925293,96101.40288901147,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p45/Tau_0.001/all.csv
1000.0,0.01,30.0,0.45,0p45,True,0.01735675,0.01336510089884043,1.072371684024302,0.5029470779312348,0.09512273,0.07324671290553562,0.06646861,1.2986621,0.05118237453761067,5212.0,0.0807939263030776,-0.02961155176546694,0.09228372,0.07106060922236816,9782.0,39891.0,39885.0,4013.361135279146,93229.3761933041,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p45/Tau_0.01/all.csv
1000.0,0.1,30.0,0.45,0p45,True,0.016319817,0.012471172126801149,1.072371684024302,0.05029470779312349,0.087927975,0.06719223083114646,0.050030757,1.3086033,0.03823218006557068,5030.0,0.07937476544648787,-0.041142585380917196,0.065499425,0.05005292665852211,9473.0,39895.0,39895.0,3843.792843866434,91200.46889344843,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p45/Tau_0.1/all.csv
1000.0,0.0001,30.0,0.5,0p5,True,0.02686403,0.018606972134940572,1.072371684024302,50.29470779312352,0.14574377,0.10094726171878111,0.1316977,1.4437615,0.09121845955859054,7334.0,0.07925818772698955,0.011960271831600991,0.14257376,0.09875160128594647,12928.0,39809.0,39808.0,5079.786377459158,112977.44505982351,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p5/Tau_0.0001/all.csv
1000.0,0.001,30.0,0.5,0p5,True,0.02663932,0.01843239035596041,1.072371684024302,5.029470779312351,0.14488333,0.10024828316306233,0.12946276,1.445245,0.08957841750014704,7265.0,0.07902229725755841,0.010556120242588632,0.14422785,0.09979474068410546,12877.0,39815.0,39812.0,5026.829361111784,112751.82218047332,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p5/Tau_0.001/all.csv
1000.0,0.01,30.0,0.5,0p5,True,0.024302118,0.01662682938193199,1.072371684024302,0.5029470779312348,0.13420193,0.09181720674864552,0.09773813,1.4616207,0.0668696947162831,6675.0,0.07653168841957424,-0.009661993703291141,0.12657078,0.08659618736926754,12335.0,39852.0,39838.0,4566.848293815215,110271.47254209046,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p5/Tau_0.01/all.csv
1000.0,0.1,30.0,0.5,0p5,True,0.023469111,0.015955540212033843,1.072371684024302,0.05029470779312349,0.12450894,0.08464774822223599,0.07879964,1.4709067,0.05357215382865548,6506.0,0.07548838413748472,-0.021916230308829242,0.09605357,0.06530228599815338,11955.0,39851.0,39851.0,4423.1221463604725,107667.424646537,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p5/Tau_0.1/all.csv
1000.0,0.0001,30.0,0.55,0p55,True,0.03651308,0.022543497067678626,1.072371684024302,50.29470779312352,0.20109111,0.12415542180011216,0.18005592,1.6196724,0.11116811029193312,9058.0,0.07660829436866369,0.03455981592326943,0.19203985,0.11856709418521919,16129.0,39772.0,39761.0,5592.488950234628,129988.36076690312,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p55/Tau_0.0001/all.csv
1000.0,0.001,30.0,0.55,0p55,True,0.03610727,0.022282991318171606,1.072371684024302,5.029470779312351,0.1994029,0.1230581290005653,0.17677194,1.620396,0.10909181459346974,8984.0,0.07632364557799452,0.03276816901547522,0.19302012,0.1191191042189687,16057.0,39776.0,39765.0,5544.323733210895,129832.71494947262,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p55/Tau_0.001/all.csv
1000.0,0.01,30.0,0.55,0p55,True,0.033299487,0.020349231807720386,1.072371684024302,0.5029470779312348,0.18549117,0.11335318218611805,0.14000908,1.6364002,0.08555919267181708,8320.0,0.0738613610533658,0.011697831618451282,0.17156087,0.10484041128814334,15346.0,39813.0,39802.0,5084.3308378965,126966.27077227677,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p55/Tau_0.01/all.csv
1000.0,0.1,30.0,0.55,0p55,True,0.032897975,0.020024129648455683,1.072371684024302,0.05029470779312349,0.17093813,0.10404553097826147,0.11563063,1.6429166,0.07038131454755525,8064.0,0.07332401048233368,-0.0029426959347784304,0.13453677,0.08188898328740485,14820.0,39816.0,39813.0,4908.344099755277,123023.0458025757,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p55/Tau_0.1/all.csv
1000.0,0.0001,30.0,0.6,0p6,True,0.05018044,0.02757721153091036,1.072371684024302,50.29470779312352,0.28068075,0.15425118662579618,0.24995513,1.8196343,0.13736558494198534,11177.0,0.07570076031211327,0.061664824629872064,0.26300433,0.14453691601658641,20122.0,39733.0,39709.0,6142.443017259017,146078.66410836624,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p6/Tau_0.0001/all.csv
1000.0,0.001,30.0,0.6,0p6,True,0.04959532,0.027256855251341812,1.072371684024302,5.029470779312351,0.2778268,0.15268950523040262,0.24527027,1.819554,0.13479691726653895,11096.0,0.07538252780626462,0.05941438946027433,0.26295927,0.14451853036513346,19997.0,39731.0,39722.0,6098.197690203204,145790.49183822583,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p6/Tau_0.001/all.csv
1000.0,0.01,30.0,0.6,0p6,True,0.04560406,0.02490727372377289,1.072371684024302,0.5029470779312348,0.25618318,0.13991790616200794,0.20056935,1.8309535,0.10954366126720314,10102.0,0.07273331627482621,0.036810344992376925,0.23516852,0.1284404655825503,19056.0,39792.0,39768.0,5517.343832052535,143093.87336552644,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p6/Tau_0.01/all.csv
1000.0,0.1,30.0,0.6,0p6,True,0.047162138,0.02573875388601545,1.072371684024302,0.05029470779312349,0.23468603,0.1280799858279546,0.16930754,1.8323396,0.09239965124368867,9940.0,0.07352861882153286,0.018871032422155806,0.19001226,0.10369925967871893,18349.0,39774.0,39774.0,5424.758598242378,136191.50682775993,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p6/Tau_0.1/all.csv
1000.0,0.0001,30.0,0.65,0p65,True,0.06850077,0.03338245778872212,1.072371684024302,50.29470779312352,0.3934714,0.19175028837733354,0.34878,2.051999,0.169970843065713,13952.0,0.07605658189891906,0.09391426116679394,0.36293995,0.17687140685741076,25253.0,39670.0,39638.0,6799.223586366271,161807.6424748874,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p65/Tau_0.0001/all.csv
1000.0,0.001,30.0,0.65,0p65,True,0.06793771,0.03312027383989333,1.072371684024302,5.029470779312351,0.38992184,0.19009057145074615,0.3435299,2.0512424,0.1674740635236479,13877.0,0.07581013828497304,0.09166392523867486,0.3626911,0.1768153290903113,25083.0,39667.0,39644.0,6765.168270702673,161300.31085180107,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p65/Tau_0.001/all.csv
1000.0,0.01,30.0,0.65,0p65,True,0.06457671,0.03142684309356532,1.072371684024302,0.5029470779312348,0.35699913,0.17373687267513827,0.28946805,2.0548265,0.14087225855808264,12465.0,0.07404224638917203,0.0668300121689106,0.32675654,0.15901904126698774,23738.0,39756.0,39714.0,6066.20558962034,156023.27190489377,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p65/Tau_0.01/all.csv
1000.0,0.1,30.0,0.65,0p65,True,0.07027046,0.034332666162518365,1.072371684024302,0.05029470779312349,0.32408515,0.15834117583945923,0.24687783,2.0467522,0.12061930604007658,12367.0,0.07711618436271865,0.043503121677357925,0.26922145,0.13153592799362815,22741.0,39716.0,39716.0,6042.255628209415,144078.36099000924,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p65/Tau_0.1/all.csv
1000.0,0.0001,30.0,0.7,0p7,True,0.0925558,0.039742938770725524,1.072371684024302,50.29470779312352,0.55121136,0.2366870507327293,0.49081832,2.3288615,0.2107546198002758,17302.0,0.07734382658651019,0.1334107932137656,0.5060376,0.21728969283918342,31823.0,39606.0,39565.0,7429.381266339798,176673.65855321355,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p7/Tau_0.0001/all.csv
1000.0,0.001,30.0,0.7,0p7,True,0.09183831,0.03948142447336211,1.072371684024302,5.029470779312351,0.54494417,0.2342722997630727,0.48300263,2.3261144,0.20764354066162868,17149.0,0.07712575529389269,0.130517785367736,0.5035915,0.21649472614072637,31597.0,39611.0,39575.0,7372.380309412126,176122.70630651058,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p7/Tau_0.001/all.csv
1000.0,0.01,30.0,0.7,0p7,True,0.0958638,0.041496696109135534,1.072371684024302,0.5029470779312348,0.48962218,0.21194343236709226,0.4060625,2.310155,0.17577283775331093,15545.0,0.0794020574377044,0.09637078031560653,0.44642824,0.19324601163125418,29594.0,39691.0,39638.0,6728.985717408572,161335.81739101326,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p7/Tau_0.01/all.csv
1000.0,0.1,30.0,0.7,0p7,True,,,1.072371684024302,0.05029470779312349,0.040030975,0.029487748481451092,0.0,1.357546,0.0,2528.0,2.0741258859736615,-2.0741258859736615,0.35933724,0.26469617972429665,15325.0,39976.0,39650.0,1862.1836755439597,5442.6551377794385,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p7/Tau_0.1/all.csv
1000.0,0.0001,30.0,0.8,0p8,True,0.3340777,0.1034839239027362,1.072371684024302,50.29470779312352,1.2229623,0.3788248589747692,1.109882,3.2283053,0.3437970999830778,30142.0,0.13060818628275336,0.21318891370032442,1.1272633,0.34918113228014713,54770.0,39304.0,39192.0,9336.787323057704,129896.58789625634,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p8/Tau_0.0001/all.csv
1000.0,0.001,30.0,0.8,0p8,True,0.32042015,0.09991500275045213,1.072371684024302,5.029470779312351,1.1974394,0.37339150157847356,1.0828652,3.2069273,0.3376644054263407,29742.0,0.12722066384230163,0.21044374158403906,1.1062539,0.34495758603570464,54260.0,39309.0,39205.0,9274.298173207731,132994.29673591407,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p8/Tau_0.001/all.csv
1000.0,0.01,30.0,0.8,0p8,True,0.27025825,0.08782060447327118,1.072371684024302,0.5029470779312348,1.0163846,0.3302748757875993,0.8895308,3.07739,0.2890536461092029,25727.0,0.11627564267122466,0.17277800343797828,0.93566304,0.3040443492699983,49434.0,39504.0,39298.0,8360.0063690335,138151.1379149893,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p8/Tau_0.01/all.csv
1000.0,0.1,30.0,0.8,0p8,True,0.24166797,0.08100245664042884,1.072371684024302,0.05029470779312349,0.88879114,0.2979057000406273,0.76144904,2.9834647,0.25522307671346006,24053.0,0.11035331840862739,0.14486975830483267,0.78905535,0.2644761809985552,46242.0,39518.0,39339.0,8062.103097784265,140452.76989342849,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p8/Tau_0.1/all.csv
1000.0,0.0001,30.0,0.9,0p9,True,,,1.072371684024302,50.29470779312352,0.09019867,0.050550781867357716,,1.784318,,4359.0,,,,,560000.0,39969.0,0.0,2442.9501916138265,,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p9/Tau_0.0001/all.csv
1000.0,0.001,30.0,0.9,0p9,True,,,1.072371684024302,5.029470779312351,0.09019867,0.050550781867357716,,1.784318,,4359.0,,,,,560000.0,39969.0,0.0,2442.9501916138265,,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p9/Tau_0.001/all.csv
1000.0,0.01,30.0,0.9,0p9,True,,,1.072371684024302,0.5029470779312348,0.09019867,0.050550781867357716,,1.784318,,4359.0,,,,,560000.0,39969.0,0.0,2442.9501916138265,,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p9/Tau_0.01/all.csv
1000.0,0.1,30.0,0.9,0p9,True,,,1.072371684024302,0.05029470779312349,0.09019867,0.050550781867357716,,1.784318,,4359.0,,,,,560000.0,39969.0,0.0,2442.9501916138265,,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_30%/LoadD_0p9/Tau_0.1/all.csv
1000.0,0.0001,50.0,0.2,0p2,True,0.0015147788,0.00254147521446472,1.072371684024302,50.29470779312352,0.007160116,0.012013144986378389,0.011858985,0.59602344,0.019896843318779545,963.0,0.16941345461178509,-0.14951661129300553,0.015581509,0.026142443324041083,1705.0,39976.0,39973.0,1615.7082681177774,16885.46967206239,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p2/Tau_0.0001/all.csv
1000.0,0.001,50.0,0.2,0p2,True,0.0015031486,0.002517145247345189,1.072371684024302,5.029470779312351,0.0071251253,0.011931604956179294,0.011032544,0.59716403,0.018474897089833093,950.0,0.16907039762592532,-0.15059550053609222,0.0163476,0.027375392988757213,1697.0,39977.0,39973.0,1590.8526841444218,16808.177589439907,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p2/Tau_0.001/all.csv
1000.0,0.01,50.0,0.2,0p2,True,0.0013737424,0.0022626114252733915,1.072371684024302,0.5029470779312348,0.0067182267,0.011065201517400026,-0.00012402062,0.60714906,-0.00020426716958105807,903.0,0.1660761856404752,-0.16628045281005624,0.011554192,0.019030239460471204,1642.0,39980.0,39974.0,1487.2789229056864,16284.351353227614,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p2/Tau_0.01/all.csv
1000.0,0.1,50.0,0.2,0p2,True,0.0012175391,0.001985939672434053,1.072371684024302,0.05029470779312349,0.006274218,0.010233936996109479,-0.0052841865,0.6130796,-0.008619087146269425,895.0,0.16421546239672632,-0.17283454954299576,0.0029725435,0.004848544136846178,1610.0,39979.0,39975.0,1459.8430611620417,15991.712121370141,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p2/Tau_0.1/all.csv
1000.0,0.0001,50.0,0.25,0p25,True,0.00306769,0.004226520699926895,1.072371684024302,50.29470779312352,0.015036238,0.0207162298524386,0.019610235,0.72581923,0.027018070325857856,1498.0,0.14125734861006645,-0.11423927828420859,0.024264367,0.03343031707771093,2741.0,39967.0,39963.0,2063.8747749904614,26734.34295060925,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p25/Tau_0.0001/all.csv
1000.0,0.001,50.0,0.25,0p25,True,0.0030348706,0.004173775934728438,1.072371684024302,5.029470779312351,0.014948345,0.020558056948134187,0.018582478,0.7271283,0.025555982348644663,1484.0,0.14095790247745826,-0.1154019201288136,0.025224589,0.03469069901419048,2731.0,39968.0,39964.0,2040.9052982809226,26645.337387925672,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p25/Tau_0.001/all.csv
1000.0,0.01,50.0,0.25,0p25,True,0.002760731,0.0037341309669612047,1.072371684024302,0.5029470779312348,0.014065571,0.019024919211285518,0.00444972,0.73932356,0.00601863681985192,1405.0,0.1382619809924629,-0.13224334417261097,0.018942205,0.025620994683302128,2639.0,39972.0,39967.0,1900.3858067231079,25816.779713313415,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p25/Tau_0.01/all.csv
1000.0,0.1,50.0,0.25,0p25,True,0.0024420694,0.0032714922762557123,1.072371684024302,0.05029470779312349,0.013161304,0.01763140080353712,-0.0023356979,0.74646956,-0.0031289928285890187,1369.0,0.13651150088424235,-0.13964049371283138,0.0061442493,0.008231078170153382,2580.0,39973.0,39971.0,1833.966277204927,25318.52271719171,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p25/Tau_0.1/all.csv
1000.0,0.0001,50.0,0.3,0p3,True,0.0054636896,0.00635635292141268,1.072371684024302,50.29470779312352,0.025575822,0.029754426548541612,0.030432085,0.8595636,0.03540411087672861,2183.0,0.12206577849504097,-0.08666166761831236,0.03601563,0.04189990129875207,4037.0,39953.0,39942.0,2539.660823236349,38475.724648386014,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p3/Tau_0.0001/all.csv
1000.0,0.001,50.0,0.3,0p3,True,0.0054213484,0.006294614056162322,1.072371684024302,5.029470779312351,0.025552528,0.0296685049644257,0.02918404,0.8612678,0.03388497747158317,2157.0,0.1217750855192775,-0.08789010804769433,0.037153434,0.0431380738952507,4026.0,39956.0,39945.0,2504.447513305385,38386.376326074824,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p3/Tau_0.001/all.csv
1000.0,0.01,50.0,0.3,0p3,True,0.00494172,0.005644993628175118,1.072371684024302,0.5029470779312348,0.024293123,0.027750363141471876,0.012133395,0.8754164,0.013860141299614675,1972.0,0.11925521386165487,-0.1053950725620402,0.029650714,0.033870411840582385,3890.0,39969.0,39953.0,2252.642285431253,37261.26092298538,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p3/Tau_0.01/all.csv
1000.0,0.1,50.0,0.3,0p3,True,0.00436692,0.004943594220722677,1.072371684024302,0.05029470779312349,0.02260432,0.02558933658399193,0.0036394508,0.8833492,0.00412005897554444,1956.0,0.11752816439976399,-0.11340810542421956,0.013873967,0.015706095618810773,3793.0,39965.0,39960.0,2214.299848802716,36534.945969602115,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p3/Tau_0.1/all.csv
1000.0,0.0001,50.0,0.35,0p35,True,0.008655105,0.008677231071509242,1.072371684024302,50.29470779312352,0.042220477,0.04232841021320265,0.04392413,0.9974501,0.044036418463439926,3034.0,0.10837650926096454,-0.06434009079752462,0.05043942,0.05056836427205732,5573.0,39932.0,39924.0,3041.7561740682568,51554.040253039406,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p35/Tau_0.0001/all.csv
1000.0,0.001,50.0,0.35,0p35,True,0.008606083,0.008613394910939898,1.072371684024302,5.029470779312351,0.041944977,0.041980614343516215,0.04237786,0.9991511,0.04241386513010895,3021.0,0.10815455239953198,-0.06574068726942303,0.051670466,0.05171436632557378,5551.0,39933.0,39924.0,3023.566705776534,51368.306966860175,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p35/Tau_0.001/all.csv
1000.0,0.01,50.0,0.35,0p35,True,0.007858647,0.007743359221888984,1.072371684024302,0.5029470779312348,0.039310366,0.03873367579456504,0.022658361,1.0148886,0.022325958730840017,2757.0,0.105727363574682,-0.08340140484384198,0.04294784,0.04231778739065549,5340.0,39952.0,39936.0,2716.554309507467,49766.31453488775,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p35/Tau_0.01/all.csv
1000.0,0.1,50.0,0.35,0p35,True,0.00695819,0.006798134052064781,1.072371684024302,0.05029470779312349,0.036702454,0.035858204839439745,0.0125224935,1.0235441,0.012234444514896818,2727.0,0.10396992176497329,-0.09173547725007647,0.024394419,0.023833285737273068,5224.0,39948.0,39941.0,2664.2721109916024,49089.53201438105,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p35/Tau_0.1/all.csv
1000.0,0.0001,50.0,0.4,0p4,True,0.0131265195,0.011490839818815027,1.072371684024302,50.29470779312352,0.062362403,0.05459149956615611,0.06357075,1.1423464,0.0556492759114048,4108.0,0.09855690883255727,-0.042907632921152475,0.07101469,0.06216563557253737,7479.0,39906.0,39890.0,3596.1071002631074,66429.1418490004,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p4/Tau_0.0001/all.csv
1000.0,0.001,50.0,0.4,0p4,True,0.0129150925,0.011288440623446102,1.072371684024302,5.029470779312351,0.061710384,0.05393798036166279,0.061461043,1.1440989,0.05372004378292821,4095.0,0.09820834544985578,-0.04448830166692757,0.07207614,0.06299817262301362,7439.0,39905.0,39890.0,3579.236025836578,66206.79981836962,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p4/Tau_0.001/all.csv
1000.0,0.01,50.0,0.4,0p4,True,0.011870769,0.010229691241900582,1.072371684024302,0.5029470779312348,0.05769099,0.0497154830609183,0.037256874,1.160423,0.03210628710392676,3719.0,0.09593948068936932,-0.06383319358544257,0.0606133,0.05223379750315187,7077.0,39927.0,39911.0,3204.8658118634326,63567.55451656591,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p4/Tau_0.01/all.csv
1000.0,0.1,50.0,0.4,0p4,True,0.010686874,0.00913739401391462,1.072371684024302,0.05029470779312349,0.05405217,0.04621519581844937,0.025514117,1.1695757,0.021814848752415086,3663.0,0.09417644792038686,-0.07236159916797177,0.03916014,0.033482347487212676,6918.0,39925.0,39918.0,3131.9050147844214,62807.26979167787,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p4/Tau_0.1/all.csv
1000.0,0.0001,50.0,0.45,0p45,True,0.019035121,0.014692369517961355,1.072371684024302,50.29470779312352,0.09611091,0.07418376822650757,0.0905371,1.2955787,0.06988159036575702,5330.0,0.09146085066078966,-0.02157926029503264,0.098913126,0.07634667504181722,9786.0,39879.0,39866.0,4113.991685723144,82585.95129082956,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p45/Tau_0.0001/all.csv
1000.0,0.001,50.0,0.45,0p45,True,0.01885592,0.014533061004277623,1.072371684024302,5.029470779312351,0.09546536,0.07357922077922079,0.08822585,1.29745,0.06799942194304212,5319.0,0.09119082045550889,-0.023191398512466765,0.10016063,0.07719806543604764,9747.0,39877.0,39868.0,4099.579945277274,82381.40842541972,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p45/Tau_0.001/all.csv
1000.0,0.01,50.0,0.45,0p45,True,0.01720807,0.013090723334073778,1.072371684024302,0.5029470779312348,0.08878334,0.06754029595503772,0.060260165,1.314524,0.045841814223247346,4825.0,0.0887508406084636,-0.04290902638521625,0.08634664,0.06568662116477143,9330.0,39911.0,39890.0,3670.5301690954293,79972.49563301315,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p45/Tau_0.01/all.csv
1000.0,0.1,50.0,0.45,0p45,True,0.015636591,0.011816866798655484,1.072371684024302,0.05029470779312349,0.08297597,0.06270650584767701,0.045818765,1.3232434,0.03462610506880291,4822.0,0.08698036959791373,-0.05235426452911082,0.061082672,0.04616132753807803,9094.0,39899.0,39898.0,3644.076365693568,79012.16547548921,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p45/Tau_0.1/all.csv
1000.0,0.0001,50.0,0.5,0p5,True,0.02671255,0.018330062233918674,1.072371684024302,50.29470779312352,0.13591616,0.09326521321982544,0.123463534,1.4573082,0.08472026301642989,6848.0,0.08657891309470434,-0.0018586500782744458,0.13276704,0.09110429763587415,12343.0,39834.0,39826.0,4699.074636374105,97826.65209187193,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p5/Tau_0.0001/all.csv
1000.0,0.001,50.0,0.5,0p5,True,0.02636787,0.01807414535185842,1.072371684024302,5.029470779312351,0.13449238,0.09218927523677022,0.12029262,1.4588723,0.08245589418621493,6790.0,0.08624982460767813,-0.0037939304214631986,0.13354346,0.0915388276273393,12268.0,39836.0,39830.0,4654.279884538215,97498.5750330532,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p5/Tau_0.001/all.csv
1000.0,0.01,50.0,0.5,0p5,True,0.024229148,0.01640730498135305,1.072371684024302,0.5029470779312348,0.1258332,0.08521074241568852,0.08956883,1.4767293,0.06065351991052118,6190.0,0.08375858730506668,-0.023105067394545493,0.11876436,0.08042392061971006,11759.0,39876.0,39853.0,4191.695796920939,95069.26902654696,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p5/Tau_0.01/all.csv
1000.0,0.1,50.0,0.5,0p5,True,0.022205815,0.014959413679873293,1.072371684024302,0.05029470779312349,0.1175127,0.07916489856097811,0.07261385,1.4844041,0.04891784521479023,6254.0,0.08196246965364755,-0.03304462443885732,0.08967138,0.06040900857118355,11463.0,39854.0,39854.0,4213.138457378284,94217.39911550551,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p5/Tau_0.1/all.csv
1000.0,0.0001,50.0,0.55,0p55,True,0.03650984,0.022383709345739272,1.072371684024302,50.29470779312352,0.18795267,0.11523134409889632,0.16871344,1.6310898,0.10343602173221854,8491.0,0.08336110617576052,0.020074915556458017,0.17894925,0.10971146407757562,15362.0,39796.0,39786.0,5205.721965767918,112981.26159957256,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p55/Tau_0.0001/all.csv
1000.0,0.001,50.0,0.55,0p55,True,0.036121305,0.022120827531572025,1.072371684024302,5.029470779312351,0.18665151,0.11430610995968975,0.165471,1.6329093,0.10133508333867657,8452.0,0.08302285987347859,0.01831222346519798,0.18003513,0.11025421313970102,15288.0,39796.0,39789.0,5176.037640302496,112769.30975268647,../Analysis_folders/Structured_Data_Redo/Diff_1000_avg/Ramp_50%/LoadD_0p55/Tau_0.001/all.csv
