Total_strain,Slip_strain,Time,Slip Count,Creep,Elastic,Hygroexp,Number_of_fibers,Load,Moisture,Broken
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0
0.0,0.0,5.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0
1.5577153771234407,0.11360304908104511,5.0,6384.0,0.0,1.445227958808001,0.0,39954.0,1.1290459917974973,0.0,0
1.5577153771234407,0.11360304908104511,5.0,6384.0,0.0,1.445227958808001,0.0,39954.0,1.1290459917974973,0.0,0
1.6581697166783635,0.1348841556552915,6.0,7177.0,0.07920242736365284,1.4454812092576386,0.0,39947.0,1.1290459917974973,0.0,0
1.6919706605691363,0.14286860183224578,7.0,7475.0,0.10503625225685376,1.4455897723366429,0.0,39944.0,1.1290459917974973,0.0,0
1.7134693962152185,0.14806367555099842,8.0,7656.0,0.12133991418418343,1.4455897723366433,0.0,39944.0,1.1290459917974973,0.0,0
1.7290947014847287,0.1514257669707773,9.0,7775.0,0.13362396327579493,1.4456983517241653,0.0,39941.0,1.1290459917974973,0.0,0
1.7424672732106607,0.15448235971513397,10.0,7887.0,0.1439399422573703,1.445698351724165,0.0,39941.0,1.1290459917974973,0.0,0
1.7547246429608285,0.1575815108346199,11.0,7982.0,0.15310579628379556,1.4457345484780886,0.0,39940.0,1.1290459917974973,0.0,0
1.7659392682821924,0.16045103394323543,12.0,8088.0,0.16145089849654373,1.4457345484780886,0.0,39940.0,1.1290459917974973,0.0,0
1.775753597286594,0.1625776377262752,13.0,8163.0,0.16913862371790553,1.4457345484780888,0.0,39940.0,1.1290459917974973,0.0,0
1.784951981431322,0.16465399695420804,14.0,8237.0,0.1762606486347009,1.4457345484780888,0.0,39940.0,1.1290459917974973,0.0,0
1.794117493287189,0.1671997974557867,15.0,8320.0,0.182880359988989,1.4457345484780897,0.0,39940.0,1.1290459917974973,0.0,0
1.8032417622113543,0.17016073344300578,16.0,8409.0,0.1890525130208323,1.445770747044615,0.0,39939.0,1.1290459917974973,0.0,0
1.810840012225927,0.17200495345811173,17.0,8471.0,0.1948156669373943,1.4458069474238788,0.0,39938.0,1.1290459917974973,0.0,0
1.8179333242714841,0.1737113145029383,18.0,8533.0,0.20020261793812494,1.4458069474238786,0.0,39938.0,1.1290459917974973,0.0,0
1.82503530655216,0.17576874407213453,19.0,8605.0,0.20525667117455626,1.4458431496160176,0.0,39937.0,1.1290459917974973,0.0,0
1.8310651615121785,0.1770657234002016,20.0,8655.0,0.210008772279097,1.4459155594394613,0.0,39935.0,1.1290459917974973,0.0,0
1.8372274168795586,0.1787791794579039,21.0,8711.0,0.21448682309168313,1.4460241877745885,0.0,39932.0,1.1290459917974973,0.0,0
1.8434750577022,0.18081884136925183,22.0,8774.0,0.2186948020029768,1.4460241877745892,0.0,39932.0,1.1290459917974973,0.0,0
1.8488326199928258,0.18220557534891826,23.0,8816.0,0.222675672204217,1.4460604008468327,0.0,39931.0,1.1290459917974973,0.0,0
1.8537572349836966,0.18337116268528306,24.0,8861.0,0.22644488824090098,1.4460966157329045,0.0,39930.0,1.1290459917974973,0.0,0
1.8586090634323422,0.1846525543503164,25.0,8903.0,0.2300153250245137,1.4460966157329045,0.0,39930.0,1.1290459917974973,0.0,0
1.863205338052492,0.1858550842558866,26.0,8940.0,0.23340906973909303,1.4460966157329045,0.0,39930.0,1.1290459917974973,0.0,0
1.8677094936184284,0.1871269493023316,27.0,8976.0,0.23664136025858437,1.4460966157329043,0.0,39930.0,1.1290459917974973,0.0,0
1.8721687239433962,0.18850157890661015,28.0,9018.0,0.23972596097927387,1.446096615732904,0.0,39930.0,1.1290459917974973,0.0,0
1.8762005384575633,0.1895888984654841,29.0,9051.0,0.24268122172443457,1.4461328324329403,0.0,39929.0,1.1290459917974973,0.0,0
1.8803956483357014,0.19096332859848694,30.0,9091.0,0.24551276669043368,1.4461690509470768,0.0,39928.0,1.1290459917974973,0.0,0
1.8838780660924586,0.19174368451260443,31.0,9120.0,0.2482367782169903,1.4462414934181953,0.0,39926.0,1.1290459917974973,0.0,0
1.8877950435667359,0.19305288715462623,32.0,9166.0,0.2508445530492461,1.446241493418195,0.0,39926.0,1.1290459917974973,0.0,0
1.8916150159559852,0.1943662766778002,33.0,9207.0,0.25336232250733703,1.4462777173754502,0.0,39925.0,1.1290459917974973,0.0,0
1.89550766038399,0.19584063788963943,34.0,9248.0,0.2557918656742895,1.4463139431473515,0.0,39924.0,1.1290459917974973,0.0,0
1.8989707313604614,0.19696177917060118,35.0,9282.0,0.2581337953697991,1.4463139431473517,0.0,39924.0,1.1290459917974973,0.0,0
1.902194213198737,0.19791861708419684,36.0,9313.0,0.26040043929447904,1.4463139431473513,0.0,39924.0,1.1290459917974973,0.0,0
1.9055255314511905,0.19905283548827493,37.0,9354.0,0.2625975391428542,1.446313943147352,0.0,39924.0,1.1290459917974973,0.0,0
1.9085634855114146,0.19995806325747628,38.0,9380.0,0.2647302654338772,1.446313943147352,0.0,39924.0,1.1290459917974973,0.0,0
1.91177376530517,0.20109530173336498,39.0,9415.0,0.2668033067517441,1.446313943147351,0.0,39924.0,1.1290459917974973,0.0,0
1.9142124914056922,0.20151641636117498,40.0,9433.0,0.268820918224456,1.4463139431473517,0.0,39924.0,1.1290459917974973,0.0,0
1.9170032436899571,0.20234112322479073,41.0,9460.0,0.27078696364510524,1.4463139431473517,0.0,39924.0,1.1290459917974973,0.0,0
1.919982849037635,0.20340273927298877,42.0,9492.0,0.272704952944585,1.4463139431473515,0.0,39924.0,1.1290459917974973,0.0,0
1.9227866952368498,0.20433346255312568,43.0,9520.0,0.2745780758636629,1.4463139431473517,0.0,39924.0,1.1290459917974973,0.0,0
1.9254912294910245,0.20520684033567382,44.0,9547.0,0.2764092323352895,1.446313943147352,0.0,39924.0,1.1290459917974973,0.0,0
1.9279768951228562,0.20590067835771486,45.0,9565.0,0.2782010599450799,1.4463139431473522,0.0,39924.0,1.1290459917974973,0.0,0
1.9304591266029907,0.20663340367285107,46.0,9588.0,0.2799627430462728,1.446350170734035,0.0,39923.0,1.1290459917974973,0.0,0
1.9328685250654498,0.20732252691058226,47.0,9617.0,0.281683018271001,1.4463501707340352,0.0,39923.0,1.1290459917974973,0.0,0
1.93544055399212,0.2082070901067664,48.0,9646.0,0.28337048400148696,1.4463501707340343,0.0,39923.0,1.1290459917974973,0.0,0
1.9377412049875842,0.2088512250597329,49.0,9665.0,0.28502700004398446,1.4463501707340347,0.0,39923.0,1.1290459917974973,0.0,0
1.9402394272998007,0.20972222099500734,50.0,9695.0,0.2866542264209267,1.4463501707340352,0.0,39923.0,1.1290459917974973,0.0,0
