load_d,moisture_frac,D_imposed,J_target,J_eff,KV_fixed,lambda_weibull,rss,J1,J2,J3,J4,tau1,tau2,tau3,tau4
0.3,0.0,1.0,0.2,0.20365379425595104,4,7.0,8.316910007266729e-07,0.013697046769420644,0.027056509871929032,0.05392735602584327,0.10897288158875809,0.1,1.0,10.0,100.0
0.3,0.07142857142857142,1.0214285714285714,0.2142857142857143,0.21825692957735743,4,6.85,7.172112341479016e-07,0.014224585225336525,0.02917920911254501,0.058189798276896194,0.1166633369625797,0.1,1.0,10.0,100.0
0.3,0.14285714285714285,1.042857142857143,0.2285714285714286,0.2340669708633863,4,6.7,2.2343658612538273e-06,0.013985803047105774,0.03336140395129572,0.06064163236080134,0.12607813150418345,0.1,1.0,10.0,100.0
0.3,0.21428571428571427,1.0642857142857143,0.24285714285714285,0.2500177265634942,4,6.55,1.4633097623357586e-06,0.01645896525434936,0.03333644791026535,0.06526619586163653,0.134956117537243,0.1,1.0,10.0,100.0
0.3,0.2857142857142857,1.0857142857142859,0.2571428571428572,0.26529826080532504,4,6.3999999999999995,9.013299463069518e-07,0.018191101855953462,0.03352921234855303,0.07154176781890005,0.14203617878191846,0.1,1.0,10.0,100.0
0.3,0.3571428571428571,1.1071428571428572,0.27142857142857146,0.28132821702505095,4,6.25,1.176403929043151e-06,0.01826279953623343,0.03757128766906717,0.07517916687774702,0.15031496294200336,0.1,1.0,10.0,100.0
0.3,0.42857142857142855,1.1285714285714286,0.2857142857142857,0.2971278086987514,4,6.1,1.8707116626915906e-06,0.01898745054720543,0.040753153982677294,0.0783749082207188,0.15901229594814986,0.1,1.0,10.0,100.0
0.3,0.5,1.15,0.30000000000000004,0.3124812593228024,4,5.949999999999999,1.6797712760832676e-06,0.02089749923960904,0.04149789049445522,0.08273550112369088,0.16735036846504725,0.1,1.0,10.0,100.0
0.3,0.5714285714285714,1.1714285714285715,0.3142857142857143,0.3280115079173642,4,5.799999999999999,9.401579306115984e-07,0.021730866927063212,0.04344595791424209,0.08700236133765717,0.17583232173840171,0.1,1.0,10.0,100.0
0.3,0.6428571428571428,1.1928571428571428,0.32857142857142857,0.3449156634356673,4,5.65,5.901711573279045e-06,0.02075121748064747,0.048639292945475705,0.08940722641638794,0.18611792659315618,0.1,1.0,10.0,100.0
0.3,0.7142857142857142,1.2142857142857144,0.34285714285714286,0.3621054684718311,4,5.5,2.6626000563875073e-06,0.02284796263468869,0.049365340912795014,0.09397649099532479,0.1959156739290226,0.1,1.0,10.0,100.0
0.3,0.7857142857142857,1.2357142857142858,0.35714285714285715,0.37809257677427516,4,5.35,7.5370370549280355e-06,0.027357773464363605,0.045703829594071495,0.10270424821548778,0.2023267255003523,0.1,1.0,10.0,100.0
0.3,0.8571428571428571,1.2571428571428571,0.37142857142857144,0.39549033036872006,4,5.199999999999999,5.056250519371294e-06,0.025233224672372365,0.05274694060435127,0.10534897443476625,0.2121611906572302,0.1,1.0,10.0,100.0
0.3,0.9285714285714285,1.2785714285714285,0.38571428571428573,0.4132829549037507,4,5.05,5.0218168678107895e-06,0.02514935458053738,0.057879638699933234,0.1076586863862019,0.22259527523707823,0.1,1.0,10.0,100.0
0.3,1.0,1.3,0.4,0.4308425237604129,4,4.8999999999999995,2.7720765533030227e-06,0.028275074473462086,0.057664185522679344,0.11230210890574699,0.23260115485852448,0.1,1.0,10.0,100.0
