load_d,moisture_frac,run_tag,D_imposed,J_target,lambda_weibull,KV,rss,J_eff,J1,J2,J3,J4,tau1,tau2,tau3,tau4
0.3,0.0,m0.000,1.0,0.2,7.0,4,8.316910007266729e-07,0.20365379425595104,0.013697046769420644,0.027056509871929032,0.05392735602584327,0.10897288158875809,0.1,1.0,10.0,100.0
0.3,0.07142857142857142,m0.071,1.0214285714285714,0.2142857142857143,6.85,4,7.172112341479016e-07,0.21825692957735743,0.014224585225336525,0.02917920911254501,0.058189798276896194,0.1166633369625797,0.1,1.0,10.0,100.0
0.3,0.14285714285714285,m0.143,1.042857142857143,0.2285714285714286,6.7,4,2.2343658612538273e-06,0.2340669708633863,0.013985803047105774,0.03336140395129572,0.06064163236080134,0.12607813150418345,0.1,1.0,10.0,100.0
0.3,0.21428571428571427,m0.214,1.0642857142857143,0.24285714285714285,6.55,4,1.4633097623357586e-06,0.2500177265634942,0.01645896525434936,0.03333644791026535,0.06526619586163653,0.134956117537243,0.1,1.0,10.0,100.0
0.3,0.2857142857142857,m0.286,1.0857142857142859,0.2571428571428572,6.3999999999999995,4,9.013299463069518e-07,0.26529826080532504,0.018191101855953462,0.03352921234855303,0.07154176781890005,0.14203617878191846,0.1,1.0,10.0,100.0
0.3,0.3571428571428571,m0.357,1.1071428571428572,0.27142857142857146,6.25,4,1.176403929043151e-06,0.28132821702505095,0.01826279953623343,0.03757128766906717,0.07517916687774702,0.15031496294200336,0.1,1.0,10.0,100.0
0.3,0.42857142857142855,m0.429,1.1285714285714286,0.2857142857142857,6.1,4,1.8707116626915906e-06,0.2971278086987514,0.01898745054720543,0.040753153982677294,0.0783749082207188,0.15901229594814986,0.1,1.0,10.0,100.0
0.3,0.5,m0.500,1.15,0.30000000000000004,5.949999999999999,4,1.6797712760832676e-06,0.3124812593228024,0.02089749923960904,0.04149789049445522,0.08273550112369088,0.16735036846504725,0.1,1.0,10.0,100.0
0.3,0.5714285714285714,m0.571,1.1714285714285715,0.3142857142857143,5.799999999999999,4,9.401579306115984e-07,0.3280115079173642,0.021730866927063212,0.04344595791424209,0.08700236133765717,0.17583232173840171,0.1,1.0,10.0,100.0
0.3,0.6428571428571428,m0.643,1.1928571428571428,0.32857142857142857,5.65,4,5.901711573279045e-06,0.3449156634356673,0.02075121748064747,0.048639292945475705,0.08940722641638794,0.18611792659315618,0.1,1.0,10.0,100.0
0.3,0.7142857142857142,m0.714,1.2142857142857144,0.34285714285714286,5.5,4,2.6626000563875073e-06,0.3621054684718311,0.02284796263468869,0.049365340912795014,0.09397649099532479,0.1959156739290226,0.1,1.0,10.0,100.0
0.3,0.7857142857142857,m0.786,1.2357142857142858,0.35714285714285715,5.35,4,7.5370370549280355e-06,0.37809257677427516,0.027357773464363605,0.045703829594071495,0.10270424821548778,0.2023267255003523,0.1,1.0,10.0,100.0
0.3,0.8571428571428571,m0.857,1.2571428571428571,0.37142857142857144,5.199999999999999,4,5.056250519371294e-06,0.39549033036872006,0.025233224672372365,0.05274694060435127,0.10534897443476625,0.2121611906572302,0.1,1.0,10.0,100.0
0.3,0.9285714285714285,m0.929,1.2785714285714285,0.38571428571428573,5.05,4,5.0218168678107895e-06,0.4132829549037507,0.02514935458053738,0.057879638699933234,0.1076586863862019,0.22259527523707823,0.1,1.0,10.0,100.0
0.3,1.0,m1.000,1.3,0.4,4.8999999999999995,4,2.7720765533030227e-06,0.4308425237604129,0.028275074473462086,0.057664185522679344,0.11230210890574699,0.23260115485852448,0.1,1.0,10.0,100.0
